Frequency (Hz),Amplitude (|P1(f)|)
104.365620,0.000239
104.465587,0.000319
104.565554,0.000142
104.665521,0.000099
104.765488,0.000390
104.865455,0.000237
104.965422,0.000147
105.065389,0.000309
105.165356,0.000278
105.265323,0.000328
105.365290,0.000199
105.465258,0.000286
105.565225,0.000222
105.665192,0.000271
105.765159,0.000211
105.865126,0.000339
105.965093,0.000349
106.065060,0.000139
106.165027,0.000165
106.264994,0.000264
106.364961,0.000130
106.464928,0.000236
106.564895,0.000354
106.664862,0.000255
106.764829,0.000305
106.864797,0.000178
106.964764,0.000308
107.064731,0.000419
107.164698,0.000461
107.264665,0.000498
107.364632,0.000108
107.464599,0.000533
107.564566,0.000429
107.664533,0.000258
107.764500,0.000173
107.864467,0.000422
107.964434,0.000630
108.064401,0.000215
108.164368,0.000072
108.264335,0.000455
108.364303,0.000395
108.464270,0.000084
108.564237,0.000359
108.664204,0.000421
108.764171,0.000190
108.864138,0.000578
108.964105,0.000175
109.064072,0.000153
109.164039,0.000343
109.264006,0.000225
109.363973,0.000168
109.463940,0.000288
109.563907,0.000374
109.663874,0.000179
109.763841,0.000477
109.863809,0.000487
109.963776,0.000278
110.063743,0.000474
110.163710,0.000087
110.263677,0.000410
110.363644,0.000178
110.463611,0.000134
110.563578,0.000333
110.663545,0.000241
110.763512,0.000338
110.863479,0.000536
110.963446,0.000607
111.063413,0.000226
111.163380,0.000251
111.263348,0.000563
111.363315,0.000104
111.463282,0.000255
111.563249,0.000221
111.663216,0.000067
111.763183,0.000084
111.863150,0.000178
111.963117,0.000311
112.063084,0.000160
112.163051,0.000341
112.263018,0.000100
112.362985,0.000218
112.462952,0.000611
112.562919,0.000309
112.662886,0.000414
112.762854,0.000145
112.862821,0.000034
112.962788,0.000564
113.062755,0.000109
113.162722,0.000143
113.262689,0.000413
113.362656,0.000050
113.462623,0.000406
113.562590,0.000190
113.662557,0.000415
113.762524,0.000053
113.862491,0.000234
113.962458,0.000251
114.062425,0.000381
114.162393,0.000386
114.262360,0.000485
114.362327,0.000083
114.462294,0.000283
114.562261,0.000260
114.662228,0.000255
114.762195,0.000119
114.862162,0.000234
114.962129,0.000044
115.062096,0.000609
115.162063,0.000286
115.262030,0.000284
115.361997,0.000142
115.461964,0.000211
115.561931,0.000234
115.661899,0.000333
115.761866,0.000215
115.861833,0.000175
115.961800,0.000284
116.061767,0.000252
116.161734,0.000187
116.261701,0.000084
116.361668,0.000281
116.461635,0.000413
116.561602,0.000040
116.661569,0.000059
116.761536,0.000466
116.861503,0.000460
116.961470,0.000455
117.061438,0.000409
117.161405,0.000074
117.261372,0.000396
117.361339,0.000026
117.461306,0.000463
117.561273,0.000289
117.661240,0.000085
117.761207,0.000236
117.861174,0.000281
117.961141,0.000478
118.061108,0.000291
118.161075,0.000086
118.261042,0.000341
118.361009,0.000295
118.460976,0.000075
118.560944,0.000741
118.660911,0.000083
118.760878,0.000202
118.860845,0.000311
118.960812,0.000360
119.060779,0.000323
119.160746,0.000426
119.260713,0.000180
119.360680,0.000325
119.460647,0.000082
119.560614,0.000158
119.660581,0.000441
119.760548,0.000212
119.860515,0.000530
119.960483,0.000083
120.060450,0.000345
120.160417,0.000262
120.260384,0.000233
120.360351,0.000351
120.460318,0.000188
120.560285,0.000160
120.660252,0.000505
120.760219,0.000327
120.860186,0.000362
120.960153,0.000369
121.060120,0.000148
121.160087,0.000051
121.260054,0.000165
121.360021,0.000271
121.459989,0.000334
121.559956,0.000355
121.659923,0.000014
121.759890,0.000190
121.859857,0.000327
121.959824,0.000231
122.059791,0.000249
122.159758,0.000354
122.259725,0.000173
122.359692,0.000134
122.459659,0.000347
122.559626,0.000243
122.659593,0.000137
122.759560,0.000366
122.859528,0.000279
122.959495,0.000041
123.059462,0.000333
123.159429,0.000115
123.259396,0.000220
123.359363,0.000227
123.459330,0.000472
123.559297,0.000286
123.659264,0.000231
123.759231,0.000200
123.859198,0.000214
123.959165,0.000474
124.059132,0.000274
124.159099,0.000147
124.259066,0.000339
124.359034,0.000190
124.459001,0.000425
124.558968,0.000630
124.658935,0.000429
124.758902,0.000231
124.858869,0.000489
124.958836,0.000511
125.058803,0.000200
125.158770,0.000474
125.258737,0.000173
125.358704,0.000197
125.458671,0.000420
125.558638,0.000316
125.658605,0.000066
125.758573,0.000251
125.858540,0.000402
125.958507,0.000322
126.058474,0.000531
126.158441,0.000169
126.258408,0.000101
126.358375,0.000266
126.458342,0.000133
126.558309,0.000424
126.658276,0.000228
126.758243,0.000135
126.858210,0.000129
126.958177,0.000428
127.058144,0.000055
127.158111,0.000437
127.258079,0.000406
127.358046,0.000104
127.458013,0.000225
127.557980,0.000257
127.657947,0.000112
127.757914,0.000377
127.857881,0.000236
127.957848,0.000340
128.057815,0.000265
128.157782,0.000183
128.257749,0.000384
128.357716,0.000194
128.457683,0.000122
128.557650,0.000352
128.657617,0.000084
128.757585,0.000186
128.857552,0.000314
128.957519,0.000347
129.057486,0.000538
129.157453,0.000122
129.257420,0.000131
129.357387,0.000207
129.457354,0.000270
129.557321,0.000366
129.657288,0.000155
129.757255,0.000446
129.857222,0.000292
129.957189,0.000182
130.057156,0.000104
130.157124,0.000624
130.257091,0.000321
130.357058,0.000205
130.457025,0.000197
130.556992,0.000212
130.656959,0.000304
130.756926,0.000271
130.856893,0.000154
130.956860,0.000330
131.056827,0.000152
131.156794,0.000731
131.256761,0.000179
131.356728,0.000350
131.456695,0.000441
131.556662,0.000388
131.656630,0.000438
131.756597,0.000454
131.856564,0.000208
131.956531,0.000064
132.056498,0.000625
132.156465,0.000547
132.256432,0.000221
132.356399,0.000404
132.456366,0.000162
132.556333,0.000314
132.656300,0.000489
132.756267,0.000264
132.856234,0.000260
132.956201,0.000404
133.056169,0.000101
133.156136,0.000352
133.256103,0.000270
133.356070,0.000161
133.456037,0.000342
133.556004,0.000390
133.655971,0.000408
133.755938,0.000407
133.855905,0.000203
133.955872,0.000288
134.055839,0.000314
134.155806,0.000417
134.255773,0.000596
134.355740,0.000318
134.455707,0.000436
134.555675,0.000295
134.655642,0.000152
134.755609,0.000558
134.855576,0.000253
134.955543,0.000205
135.055510,0.000099
135.155477,0.000192
135.255444,0.000289
135.355411,0.000379
135.455378,0.000068
135.555345,0.000360
135.655312,0.000327
135.755279,0.000399
135.855246,0.000431
135.955214,0.000280
136.055181,0.000551
136.155148,0.000187
136.255115,0.000156
136.355082,0.000136
136.455049,0.000251
136.555016,0.000152
136.654983,0.000078
136.754950,0.000269
136.854917,0.000206
136.954884,0.000307
137.054851,0.000265
137.154818,0.000629
137.254785,0.000408
137.354752,0.000040
137.454720,0.000191
137.554687,0.000160
137.654654,0.000420
137.754621,0.000208
137.854588,0.000154
137.954555,0.000486
138.054522,0.000467
138.154489,0.000214
138.254456,0.000560
138.354423,0.000295
138.454390,0.000084
138.554357,0.000257
138.654324,0.000435
138.754291,0.000238
138.854259,0.000084
138.954226,0.000500
139.054193,0.000115
139.154160,0.000491
139.254127,0.000377
139.354094,0.000055
139.454061,0.000588
139.554028,0.000340
139.653995,0.000397
139.753962,0.000334
139.853929,0.000312
139.953896,0.000059
140.053863,0.000194
140.153830,0.000348
140.253797,0.000266
140.353765,0.000341
140.453732,0.000336
140.553699,0.000344
140.653666,0.000330
140.753633,0.000355
140.853600,0.000396
140.953567,0.000464
141.053534,0.000079
141.153501,0.000560
141.253468,0.000390
141.353435,0.000286
141.453402,0.000328
141.553369,0.000269
141.653336,0.000250
141.753304,0.000099
141.853271,0.000252
141.953238,0.000258
142.053205,0.000123
142.153172,0.000346
142.253139,0.000072
142.353106,0.000181
142.453073,0.000225
142.553040,0.000609
142.653007,0.000056
142.752974,0.000433
142.852941,0.000211
142.952908,0.000061
143.052875,0.000116
143.152842,0.000267
143.252810,0.000441
143.352777,0.000253
143.452744,0.000086
143.552711,0.000073
143.652678,0.000304
143.752645,0.000654
143.852612,0.000217
143.952579,0.000115
144.052546,0.000350
144.152513,0.000194
144.252480,0.000062
144.352447,0.000225
144.452414,0.000332
144.552381,0.000015
144.652348,0.000170
144.752316,0.000260
144.852283,0.000141
144.952250,0.000215
145.052217,0.000256
145.152184,0.000214
145.252151,0.000245
145.352118,0.000404
145.452085,0.000585
145.552052,0.000360
145.652019,0.000286
145.751986,0.000682
145.851953,0.000350
145.951920,0.000120
146.051887,0.000074
146.151855,0.000292
146.251822,0.000398
146.351789,0.000272
146.451756,0.000403
146.551723,0.000234
146.651690,0.000173
146.751657,0.000084
146.851624,0.000378
146.951591,0.000397
147.051558,0.000314
147.151525,0.000307
147.251492,0.000414
147.351459,0.000250
147.451426,0.000224
147.551393,0.000172
147.651361,0.000227
147.751328,0.000282
147.851295,0.000233
147.951262,0.000434
148.051229,0.000225
148.151196,0.000063
148.251163,0.000494
148.351130,0.000111
148.451097,0.000248
148.551064,0.000603
148.651031,0.000179
148.750998,0.000089
148.850965,0.000214
148.950932,0.000287
149.050900,0.000173
149.150867,0.000180
149.250834,0.000125
149.350801,0.000369
149.450768,0.000416
149.550735,0.000066
149.650702,0.000278
149.750669,0.000289
149.850636,0.000254
149.950603,0.000388
150.050570,0.000103
150.150537,0.000100
150.250504,0.000257
150.350471,0.000423
150.450438,0.000280
150.550406,0.000281
150.650373,0.000033
150.750340,0.000163
150.850307,0.000039
150.950274,0.000086
151.050241,0.000221
151.150208,0.000115
151.250175,0.000058
151.350142,0.000143
151.450109,0.000400
151.550076,0.000430
151.650043,0.000312
151.750010,0.000174
151.849977,0.000252
151.949945,0.000481
152.049912,0.000159
152.149879,0.000308
152.249846,0.000190
152.349813,0.000363
152.449780,0.000193
152.549747,0.000099
152.649714,0.000090
152.749681,0.000323
152.849648,0.000377
152.949615,0.000387
153.049582,0.000416
153.149549,0.000517
153.249516,0.000233
153.349483,0.000233
153.449451,0.000217
153.549418,0.000175
153.649385,0.000429
153.749352,0.000244
153.849319,0.000628
153.949286,0.000380
154.049253,0.000368
154.149220,0.000542
154.249187,0.000105
154.349154,0.000343
154.449121,0.000088
154.549088,0.000299
154.649055,0.000278
154.749022,0.000376
154.848990,0.000286
154.948957,0.000136
155.048924,0.000079
155.148891,0.000266
155.248858,0.000336
155.348825,0.000296
155.448792,0.000263
155.548759,0.000088
155.648726,0.000232
155.748693,0.000356
155.848660,0.000065
155.948627,0.000418
156.048594,0.000252
156.148561,0.000233
156.248528,0.000469
156.348496,0.000033
156.448463,0.000307
156.548430,0.000287
156.648397,0.000241
156.748364,0.000090
156.848331,0.000344
156.948298,0.000147
157.048265,0.000110
157.148232,0.000161
157.248199,0.000291
157.348166,0.000317
157.448133,0.000093
157.548100,0.000177
157.648067,0.000082
157.748035,0.000146
157.848002,0.000214
157.947969,0.000514
158.047936,0.000347
158.147903,0.000222
158.247870,0.000193
158.347837,0.000212
158.447804,0.000562
158.547771,0.000519
158.647738,0.000291
158.747705,0.000483
158.847672,0.000244
158.947639,0.000309
159.047606,0.000323
159.147573,0.000260
159.247541,0.000127
159.347508,0.000326
159.447475,0.000107
159.547442,0.000055
159.647409,0.000142
159.747376,0.000286
159.847343,0.000286
159.947310,0.000224
160.047277,0.000246
160.147244,0.000218
160.247211,0.000073
160.347178,0.000378
160.447145,0.000226
160.547112,0.000296
160.647079,0.000302
160.747047,0.000314
160.847014,0.000482
160.946981,0.000263
161.046948,0.000138
161.146915,0.000340
161.246882,0.000506
161.346849,0.000323
161.446816,0.000394
161.546783,0.000409
161.646750,0.000219
161.746717,0.000095
161.846684,0.000071
161.946651,0.000263
162.046618,0.000164
162.146586,0.000112
162.246553,0.000528
162.346520,0.000184
162.446487,0.000106
162.546454,0.000138
162.646421,0.000054
162.746388,0.000098
162.846355,0.000307
162.946322,0.000481
163.046289,0.000255
163.146256,0.000151
163.246223,0.000313
163.346190,0.000348
163.446157,0.000236
163.546124,0.000285
163.646092,0.000317
163.746059,0.000117
163.846026,0.000223
163.945993,0.000233
164.045960,0.000208
164.145927,0.000199
164.245894,0.000264
164.345861,0.000156
164.445828,0.000177
164.545795,0.000440
164.645762,0.000146
164.745729,0.000327
164.845696,0.000304
164.945663,0.000099
165.045631,0.000055
165.145598,0.000393
165.245565,0.000134
165.345532,0.000059
165.445499,0.000194
165.545466,0.000283
165.645433,0.000104
165.745400,0.000080
165.845367,0.000141
165.945334,0.000414
166.045301,0.000178
166.145268,0.000549
166.245235,0.000010
166.345202,0.000240
166.445169,0.000354
166.545137,0.000260
166.645104,0.000264
166.745071,0.000426
166.845038,0.000212
166.945005,0.000473
167.044972,0.000513
167.144939,0.000427
167.244906,0.000544
167.344873,0.000070
167.444840,0.000164
167.544807,0.000371
167.644774,0.000166
167.744741,0.000208
167.844708,0.000325
167.944676,0.000112
168.044643,0.000025
168.144610,0.000262
168.244577,0.000324
168.344544,0.000292
168.444511,0.000079
168.544478,0.000218
168.644445,0.000284
168.744412,0.000304
168.844379,0.000282
168.944346,0.000100
169.044313,0.000354
169.144280,0.000457
169.244247,0.000057
169.344214,0.000516
169.444182,0.000392
169.544149,0.000175
169.644116,0.000178
169.744083,0.000048
169.844050,0.000331
169.944017,0.000267
170.043984,0.000035
170.143951,0.000303
170.243918,0.000120
170.343885,0.000413
170.443852,0.000162
170.543819,0.000335
170.643786,0.000261
170.743753,0.000399
170.843721,0.000222
170.943688,0.000400
171.043655,0.000331
171.143622,0.000390
171.243589,0.000328
171.343556,0.000081
171.443523,0.000235
171.543490,0.000174
171.643457,0.000230
171.743424,0.000254
171.843391,0.000169
171.943358,0.000378
172.043325,0.000199
172.143292,0.000071
172.243259,0.000276
172.343227,0.000450
172.443194,0.000394
172.543161,0.000261
172.643128,0.000284
172.743095,0.000118
172.843062,0.000201
172.943029,0.000051
173.042996,0.000295
173.142963,0.000225
173.242930,0.000817
173.342897,0.000168
173.442864,0.000209
173.542831,0.000353
173.642798,0.000166
173.742766,0.000123
173.842733,0.000169
173.942700,0.000025
174.042667,0.000139
174.142634,0.000282
174.242601,0.000278
174.342568,0.000293
174.442535,0.000282
174.542502,0.000183
174.642469,0.000025
174.742436,0.000267
174.842403,0.000162
174.942370,0.000514
175.042337,0.000076
175.142304,0.000245
175.242272,0.000636
175.342239,0.000045
175.442206,0.000159
175.542173,0.000288
175.642140,0.000427
175.742107,0.000357
175.842074,0.000379
175.942041,0.000130
176.042008,0.000130
176.141975,0.000512
176.241942,0.000424
176.341909,0.000450
176.441876,0.000174
176.541843,0.000415
176.641810,0.000332
176.741778,0.000200
176.841745,0.000164
176.941712,0.000444
177.041679,0.000226
177.141646,0.000192
177.241613,0.000418
177.341580,0.000556
177.441547,0.000090
177.541514,0.000156
177.641481,0.000168
177.741448,0.000116
177.841415,0.000250
177.941382,0.000248
178.041349,0.000476
178.141317,0.000094
178.241284,0.000338
178.341251,0.000077
178.441218,0.000406
178.541185,0.000126
178.641152,0.000327
178.741119,0.000299
178.841086,0.000379
178.941053,0.000321
179.041020,0.000201
179.140987,0.000081
179.240954,0.000242
179.340921,0.000071
179.440888,0.000724
179.540855,0.000280
179.640823,0.000063
179.740790,0.000600
179.840757,0.000335
179.940724,0.000369
180.040691,0.000633
180.140658,0.000346
180.240625,0.000313
180.340592,0.000339
180.440559,0.000233
180.540526,0.000214
180.640493,0.000138
180.740460,0.000064
180.840427,0.000587
180.940394,0.000668
181.040362,0.000123
181.140329,0.000279
181.240296,0.000337
181.340263,0.000388
181.440230,0.000274
181.540197,0.000239
181.640164,0.000372
181.740131,0.000171
181.840098,0.000276
181.940065,0.000383
182.040032,0.000645
182.139999,0.000141
182.239966,0.000248
182.339933,0.000042
182.439900,0.000639
182.539868,0.000177
182.639835,0.000292
182.739802,0.000371
182.839769,0.000374
182.939736,0.000198
183.039703,0.000082
183.139670,0.000106
183.239637,0.000471
183.339604,0.000310
183.439571,0.000108
183.539538,0.000201
183.639505,0.000473
183.739472,0.000430
183.839439,0.000394
183.939407,0.000144
184.039374,0.000259
184.139341,0.000149
184.239308,0.000196
184.339275,0.000149
184.439242,0.000129
184.539209,0.000458
184.639176,0.000471
184.739143,0.000541
184.839110,0.000340
184.939077,0.000066
185.039044,0.000455
185.139011,0.000314
185.238978,0.000397
185.338945,0.000332
185.438913,0.000200
185.538880,0.000191
185.638847,0.000272
185.738814,0.000347
185.838781,0.000200
185.938748,0.000275
186.038715,0.000360
186.138682,0.000196
186.238649,0.000100
186.338616,0.000165
186.438583,0.000406
186.538550,0.000085
186.638517,0.000215
186.738484,0.000519
186.838452,0.000231
186.938419,0.000243
187.038386,0.000143
187.138353,0.000255
187.238320,0.000204
187.338287,0.000278
187.438254,0.000140
187.538221,0.000457
187.638188,0.000121
187.738155,0.000194
187.838122,0.000297
187.938089,0.000442
188.038056,0.000225
188.138023,0.000542
188.237990,0.000361
188.337958,0.000429
188.437925,0.000181
188.537892,0.000211
188.637859,0.000253
188.737826,0.000414
188.837793,0.000368
188.937760,0.000070
189.037727,0.000215
189.137694,0.000309
189.237661,0.000106
189.337628,0.000203
189.437595,0.000365
189.537562,0.000108
189.637529,0.000355
189.737497,0.000134
189.837464,0.000407
189.937431,0.000296
190.037398,0.000178
190.137365,0.000285
190.237332,0.000310
190.337299,0.000314
190.437266,0.000070
190.537233,0.000541
190.637200,0.000319
190.737167,0.000103
190.837134,0.000199
190.937101,0.000148
191.037068,0.000193
191.137035,0.000514
191.237003,0.000133
191.336970,0.000299
191.436937,0.000498
191.536904,0.000178
191.636871,0.000430
191.736838,0.000191
191.836805,0.000280
191.936772,0.000365
192.036739,0.000114
192.136706,0.000183
192.236673,0.000094
192.336640,0.000300
192.436607,0.000189
192.536574,0.000132
192.636542,0.000399
192.736509,0.000438
192.836476,0.000417
192.936443,0.000077
193.036410,0.000210
193.136377,0.000276
193.236344,0.000300
193.336311,0.000219
193.436278,0.000272
193.536245,0.000425
193.636212,0.000094
193.736179,0.000132
193.836146,0.000248
193.936113,0.000360
194.036080,0.000115
194.136048,0.000208
194.236015,0.000220
194.335982,0.000063
194.435949,0.000324
194.535916,0.000190
194.635883,0.000099
194.735850,0.000324
194.835817,0.000201
194.935784,0.000112
195.035751,0.000312
195.135718,0.000273
195.235685,0.000221
195.335652,0.000306
195.435619,0.000144
195.535586,0.000229
195.635554,0.000308
195.735521,0.000244
195.835488,0.000147
195.935455,0.000249
196.035422,0.000632
196.135389,0.000305
196.235356,0.000314
196.335323,0.000324
196.435290,0.000188
196.535257,0.000638
196.635224,0.000245
196.735191,0.000633
196.835158,0.000269
196.935125,0.000302
197.035093,0.000247
197.135060,0.000201
197.235027,0.000088
197.334994,0.000043
197.434961,0.000152
197.534928,0.000143
197.634895,0.000303
197.734862,0.000177
197.834829,0.000486
197.934796,0.000277
198.034763,0.000289
198.134730,0.000474
198.234697,0.000316
198.334664,0.000120
198.434631,0.000203
198.534599,0.000240
198.634566,0.000181
198.734533,0.000169
198.834500,0.000240
198.934467,0.000101
199.034434,0.000299
199.134401,0.000251
199.234368,0.000388
199.334335,0.000061
199.434302,0.000112
199.534269,0.000188
199.634236,0.000088
199.734203,0.000334
199.834170,0.000210
199.934138,0.000278
200.034105,0.000198
200.134072,0.000108
200.234039,0.000219
200.334006,0.000355
200.433973,0.000203
200.533940,0.000403
200.633907,0.000302
200.733874,0.000146
200.833841,0.000306
200.933808,0.000187
201.033775,0.000393
201.133742,0.000164
201.233709,0.000183
201.333676,0.000331
201.433644,0.000227
201.533611,0.000236
201.633578,0.000172
201.733545,0.000429
201.833512,0.000096
201.933479,0.000176
202.033446,0.000252
202.133413,0.000122
202.233380,0.000402
202.333347,0.000230
202.433314,0.000207
202.533281,0.000078
202.633248,0.000415
202.733215,0.000036
202.833183,0.000445
202.933150,0.000148
203.033117,0.000064
203.133084,0.000212
203.233051,0.000304
203.333018,0.000016
